query,tweet,compound,neg,neu,pos
Buy Local,It’s even difficult to buy dog food at a local shop here in Toronto. I did manage to get some but something’s gotta… https://t.co/aUAllYSxwA,-0.1901,0.071,0.929,0.0
Buy Local,So important to #ShopLocal always but especially this year. https://t.co/04XHUsbBm6,0.1397,0.0,0.853,0.147
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @pxlx02: @MerlinofCanada @HeideJaklin @JustinTrudeau It's April Fool's every day in @fordnation. I'll support my local businesses on Sma…,0.4019,0.0,0.87,0.13
Buy Local,"RT @RodPhillips01: Let’s all find at least one way to support small businesses today:

✅ (Safely) shop local for gifts 🎁 
✅ Takeout from yo…",0.8316,0.0,0.767,0.233
Buy Local,Funny how people rich enough to own Apple stock will tell younger people time and again to stop eating avocado toas… https://t.co/CeRYj3WlZN,0.6486,0.079,0.686,0.235
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @SplendidIsolat2: #Bolton, Ontario shopkeeper defies COVID lockdown orders: “It’s completely pathetic that you can walk into #Walmart &amp;…",-0.6115,0.182,0.818,0.0
Buy Local,"#Bolton, Ontario shopkeeper defies COVID lockdown orders: “It’s completely pathetic that you can walk into #Walmart… https://t.co/BdMWOJqZyR",-0.6115,0.2,0.8,0.0
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @FashionCanada: Shopping local has never been more important – here's 31 gifts to buy from Canadian brands and small businesses this hol…,-0.2044,0.076,0.924,0.0
Buy Local,Shopping local has never been more important – here's 31 gifts to buy from Canadian brands and small businesses thi… https://t.co/dHjIjLnc6t,-0.2044,0.083,0.917,0.0
Buy Local,"How can you shut-out small business at the most crucial shopping time of the year? 
@CTVNews @CityNews
@globalnews… https://t.co/nuj1N7jW5x",0.0,0.0,1.0,0.0
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @NatashaFatah: Michelle Corbett @corbml started a Facebook group called 'Shop Local for the Holiday's Winnipeg' to connect the community…,0.0,0.0,1.0,0.0
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"@Matthew_Froese For 15 years, our annual tradition has been to go to the local TTV (or Ploughshares when we lived i… https://t.co/ZZUPaC697s",0.0,0.0,1.0,0.0
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,Michelle Corbett @corbml started a Facebook group called 'Shop Local for the Holiday's Winnipeg' to connect the com… https://t.co/6y3W5GZQGO,0.0,0.0,1.0,0.0
Buy Local,"RT @itsyashiyer: This Black Friday, buy something from a local/small business and support your community. It will contribute directly towar…",0.4019,0.0,0.876,0.124
Buy Local,"RT @FilmCaCinemas: Invest in the cinema, invest in local business, invest in future movie going! 🎥🍿  Buy now, use later: https://t.co/OklgH…",0.0,0.0,1.0,0.0
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @FilmCaCinemas: Invest in the cinema, invest in local business, invest in future movie going! 🎥🍿  Buy now, use later: https://t.co/OklgH…",0.0,0.0,1.0,0.0
Buy Local,"Invest in the cinema, invest in local business, invest in future movie going! 🎥🍿  Buy now, use later:… https://t.co/VHdR3QCQbR",0.0,0.0,1.0,0.0
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @RodPhillips01: Let’s all find at least one way to support small businesses today:

✅ (Safely) shop local for gifts 🎁 
✅ Takeout from yo…",0.8316,0.0,0.767,0.233
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @RodPhillips01: Let’s all find at least one way to support small businesses today:

✅ (Safely) shop local for gifts 🎁 
✅ Takeout from yo…",0.8316,0.0,0.767,0.233
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,"RT @PrabSarkaria: This #SmallBusinessSaturday, let’s give back to the local businesses that mean so much to our communities.

Some ways you…",0.0,0.0,1.0,0.0
Buy Local,"RT @BogochIsaac: This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.141,0.727,0.132
Buy Local,"This is upsetting to read.

Hope we can all dig in, order take-out, buy local.

https://t.co/ch1J5HHIZn",-0.0516,0.155,0.7,0.145
Buy Local,"RT @PrabSarkaria: This #SmallBusinessSaturday, let’s give back to the local businesses that mean so much to our communities.

Some ways you…",0.0,0.0,1.0,0.0
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,@EricTrump We buy local!,0.0,0.0,1.0,0.0
Buy Local,RT @HalendasMeats: Stock up and save! Visit your local Halenda’s store to pick up a Freezer Pack. Buy a bundle and enjoy! Save time and mon…,0.8802,0.0,0.693,0.307
Buy Local,"This #SmallBusinessSaturday, let’s give back to the local businesses that mean so much to our communities.

Some wa… https://t.co/nkeW1eHR3S",0.0,0.0,1.0,0.0
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @pxlx02: @MerlinofCanada @HeideJaklin @JustinTrudeau It's April Fool's every day in @fordnation. I'll support my local businesses on Sma…,0.4019,0.0,0.87,0.13
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @pxlx02: @MerlinofCanada @HeideJaklin @JustinTrudeau It's April Fool's every day in @fordnation. I'll support my local businesses on Sma…,0.4019,0.0,0.87,0.13
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @pxlx02: @MerlinofCanada @HeideJaklin @JustinTrudeau It's April Fool's every day in @fordnation. I'll support my local businesses on Sma…,0.4019,0.0,0.87,0.13
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @CP24: Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.683,0.317
Buy Local,RT @Cate2pilates: Hey!!! Now’s your time to shop local and support musicians like @AntiQueens  https://t.co/pNMjfuLAWH Shop! Til you drop!!…,0.7482,0.0,0.727,0.273
Buy Local,Hey!!! Now’s your time to shop local and support musicians like @AntiQueens  https://t.co/pNMjfuLAWH Shop! Til you… https://t.co/P7GaMnQ4Qj,0.7482,0.0,0.702,0.298
Buy Local,Small Business Saturday encourages shoppers to buy local this holiday season https://t.co/jW6qKgB9tZ https://t.co/9Mhj0Saqda,0.7206,0.0,0.646,0.354
Buy Local,Give books. Buy local. #PandemicChristmas https://t.co/jJKLMaDxVn,0.0,0.0,1.0,0.0
Buy Local,"Buy local, or bye local",0.0,0.0,1.0,0.0
Buy Local,RT @pxlx02: @MerlinofCanada @HeideJaklin @JustinTrudeau It's April Fool's every day in @fordnation. I'll support my local businesses on Sma…,0.4019,0.0,0.87,0.13
Buy Local,RT @pxlx02: @MerlinofCanada @HeideJaklin @JustinTrudeau It's April Fool's every day in @fordnation. I'll support my local businesses on Sma…,0.4019,0.0,0.87,0.13
Buy Local,@YoniFreedhoff There are lots of safer ways to support local restaurants.  One way?  Donate to @feedthefrontto! Fro… https://t.co/cCqxEJr0lk,0.6996,0.0,0.734,0.266
Buy Local,@MerlinofCanada @HeideJaklin @JustinTrudeau It's April Fool's every day in @fordnation. I'll support my local busin… https://t.co/EjuP36KXK1,0.4019,0.0,0.847,0.153
Buy Local,"If people want to support local restaurants, you can donate to @feedthefrontto - we raise funds to buy meals from l… https://t.co/P6ZSbmv8zw",0.4588,0.0,0.833,0.167
Buy Local,"Hey @Shopify, where can I find a list of local small business to buy from? #shopsmall #shoplocal https://t.co/AYNDpJbTBz",0.0,0.0,1.0,0.0
Buy Local,Stock up and save! Visit your local Halenda’s store to pick up a Freezer Pack. Buy a bundle and enjoy! Save time an… https://t.co/GYV3AtLDZG,0.8802,0.0,0.673,0.327
Buy Local,"Here are some easy ways to support local small businesses today - #SmallBusinessSaturday :

🎁 Shop locally for gift… https://t.co/fQBkq4f5FR",0.8176,0.0,0.679,0.321
Buy Local,"RT @Girl_Pow_R: ✨THE DAY IS HERE✨
Today is the official launch of The Squad from Girl Pow-R😍😍
There's still time to get your tickets while…",0.8074,0.0,0.789,0.211
Buy Local,"✨THE DAY IS HERE✨
Today is the official launch of The Squad from Girl Pow-R😍😍
There's still time to get your ticket… https://t.co/e71AOwvN3W",0.8074,0.0,0.777,0.223
Buy Local,"RT @RodPhillips01: Let’s all find at least one way to support small businesses today:

✅ (Safely) shop local for gifts 🎁 
✅ Takeout from yo…",0.8316,0.0,0.767,0.233
Buy Local,Another reason to shop local for the holidays: companies like @Everlane don’t invest in customer support to assist… https://t.co/X6L9YgpOxX,0.7783,0.0,0.672,0.328
Buy Local,RT @ManishaKrishnan: anyone have good cozy sock recommendations? Preferably something I can buy local 🧦,0.4404,0.0,0.828,0.172
Buy Local,"RT @BrewedBottled: We’ve had a lot of people ask how they can support us during this holiday season, check out our merch page! When you buy…",0.7284,0.0,0.797,0.203
Buy Local,RT @ManishaKrishnan: anyone have good cozy sock recommendations? Preferably something I can buy local 🧦,0.4404,0.0,0.828,0.172
Buy Local,anyone have good cozy sock recommendations? Preferably something I can buy local 🧦,0.4404,0.0,0.805,0.195
Buy Local,"RT @BrewedBottled: We’ve had a lot of people ask how they can support us during this holiday season, check out our merch page! When you buy…",0.7284,0.0,0.797,0.203
Buy Local,"RT @DrunkPolkaroo: I really want to buy my Belgian mix pack at the LC, but I also want to see all my favourite local breweries make it thro…",0.1893,0.0,0.904,0.096
Buy Local,"RT @DrunkPolkaroo: I really want to buy my Belgian mix pack at the LC, but I also want to see all my favourite local breweries make it thro…",0.1893,0.0,0.904,0.096
Buy Local,"RT @BrewedBottled: We’ve had a lot of people ask how they can support us during this holiday season, check out our merch page! When you buy…",0.7284,0.0,0.797,0.203
Buy Local,"We’ve had a lot of people ask how they can support us during this holiday season, check out our merch page! When yo… https://t.co/POFoGGoCET",0.7284,0.0,0.782,0.218
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,"RT @RodPhillips01: Let’s all find at least one way to support small businesses today:

✅ (Safely) shop local for gifts 🎁 
✅ Takeout from yo…",0.8316,0.0,0.767,0.233
Buy Local,"RT @RodPhillips01: Let’s all find at least one way to support small businesses today:

✅ (Safely) shop local for gifts 🎁 
✅ Takeout from yo…",0.8316,0.0,0.767,0.233
Buy Local,"Let’s all find at least one way to support small businesses today:

✅ (Safely) shop local for gifts 🎁 
✅ Takeout fr… https://t.co/k0p8TFW1rw",0.8316,0.0,0.754,0.246
Buy Local,#Smallbusiness #Saturday! Help support the mom-and-pop stores in your community. Some of these stores might not hav… https://t.co/YJqTTdPN7U,0.69,0.0,0.738,0.262
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,"RT @PatriciaTreble: Farmers building of St Lawrence Market CLOSED, only a handful of vendors allowed to sell outside in cold. So rather tha…",0.0,0.0,1.0,0.0
Buy Local,"Farmers building of St Lawrence Market CLOSED, only a handful of vendors allowed to sell outside in cold. So rather… https://t.co/ClJqGXeFha",0.0,0.0,1.0,0.0
Buy Local,"@24shaz We do amazon, but we buy in shops and local too. It depends. Normally for xmas I buy everything in actual s… https://t.co/SwEAyvq3lX",0.09,0.0,0.945,0.055
Buy Local,"RT @DrunkPolkaroo: I really want to buy my Belgian mix pack at the LC, but I also want to see all my favourite local breweries make it thro…",0.1893,0.0,0.904,0.096
Buy Local,"it feels good to limit the items you buy from fast fashion and start to buy from local, ethical shops!!",0.7772,0.0,0.726,0.274
Buy Local,"Friday equals tiramisu from delicious Coast Italian Resto 

Their weekend specials are out of this world folks. 2 c… https://t.co/51K1S70Ir0",0.5719,0.0,0.837,0.163
Buy Local,"RT @itsyashiyer: This Black Friday, buy something from a local/small business and support your community. It will contribute directly towar…",0.4019,0.0,0.876,0.124
Buy Local,"RT @FilmCaCinemas: Invest in the cinema, invest in local business, invest in future movie going! 🎥🍿  Buy now, use later: https://t.co/HsJUC…",0.0,0.0,1.0,0.0
Buy Local,"RT @FilmCaCinemas: Invest in the cinema, invest in local business, invest in future movie going! 🎥🍿  Buy now, use later: https://t.co/HsJUC…",0.0,0.0,1.0,0.0
Buy Local,"Invest in the cinema, invest in local business, invest in future movie going! 🎥🍿  Buy now, use later:… https://t.co/4y2LhVXApZ",0.0,0.0,1.0,0.0
Buy Local,"I really want to buy my Belgian mix pack at the LC, but I also want to see all my favourite local breweries make it… https://t.co/hll8biCSJw",0.1893,0.0,0.897,0.103
Buy Local,"This Black Friday, buy something from a local/small business and support your community. It will contribute directl… https://t.co/XfELJZNTAK",0.4019,0.0,0.863,0.137
Buy Local,"RT @TomsPlaceTO: We have truly amazing customers! Thanks to everyone who has supported us &amp; other local businesses. For example, this gentl…",0.9041,0.0,0.596,0.404
Buy Local,"Ontario: limit your social circle to members of your immediate family. Christmas is cancelled for now. 
News: Go li… https://t.co/xfIqRVLVH4",-0.25,0.095,0.905,0.0
Buy Local,"RT @Girl_Pow_R: ✨TOMORROW✨

Don't forget to register for the official launch of The Squad❤️ 

CLICK THIS LINK TO BUY YOUR TICKETS🎵 https://…",0.4526,0.0,0.863,0.137
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,RT @MelBoultbee: Great sign seen on my ride this morning. “Thou shalt buy local.” Isolationists 24:7.   😂😂😂.         #buylocal #boycottamaz…,0.9153,0.121,0.551,0.328
Buy Local,i feel so compelled to strictly buy local this holiday season. whether that's canadian designers or toronto-based gift shops.,0.7678,0.0,0.677,0.323
Buy Local,"RT @Girl_Pow_R: ✨TOMORROW✨

Don't forget to register for the official launch of The Squad❤️ 

CLICK THIS LINK TO BUY YOUR TICKETS🎵 https://…",0.4526,0.0,0.863,0.137
Buy Local,RT @daavid_cardoso: All these people who claim to “support small businesses” should have used their money to actually buy from local small…,0.0,0.0,1.0,0.0
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,"RT @Girl_Pow_R: ✨TOMORROW✨

Don't forget to register for the official launch of The Squad❤️ 

CLICK THIS LINK TO BUY YOUR TICKETS🎵 https://…",0.4526,0.0,0.863,0.137
Buy Local,"✨TOMORROW✨

Don't forget to register for the official launch of The Squad❤️ 

CLICK THIS LINK TO BUY YOUR TICKETS🎵… https://t.co/ymfQvTUSfQ",0.4526,0.0,0.853,0.147
Buy Local,All these people who claim to “support small businesses” should have used their money to actually buy from local sm… https://t.co/6k4TZVYh0k,0.0,0.0,1.0,0.0
Buy Local,"@AOC If you can it would be really amazing when you buy a gift card, buy a second and donate it a local hospital as… https://t.co/aEyhnu4zyR",0.7902,0.0,0.774,0.226
Buy Local,"What you can do to support small businesses: 

- Shop local
- Share and like their social posts
- Leave reviews or… https://t.co/saRk9BT45r",0.7351,0.043,0.688,0.268
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,"RT @visitsauga: Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses either onli…",0.7027,0.0,0.82,0.18
Buy Local,"Shop Local for the WIN with #MississaugaMade! From now until Dec 30th, shop, buy or order from local businesses eit… https://t.co/r6U5c14JcW",0.7027,0.0,0.806,0.194
Buy Local,Current messaging from GTA governments. Stay home. Small businesses must close. Buy local from small business. Big… https://t.co/Dq1BZM3VEi,0.0,0.0,1.0,0.0
Buy Local,LINO ARCI REAL ESTATE AGENT &amp; TEAM - Your Home Sold Guaranteed or We Buy It! on #Google https://t.co/G7ICuqXAag,0.0,0.0,1.0,0.0
Buy Local,"@rxgonzaless Facts!! I mean support local businesses that could close in a pandemic, Walmart and Costco can afford… https://t.co/p7ETxSmBUa",0.508,0.0,0.846,0.154
Buy Local,Hi! Anyone know of any local artists making holiday cards?? I wanna buy a few!,0.5638,0.0,0.793,0.207
Buy Local,"This was a good reminder that when I buy local, my money directly supports the love, dedication and passion that's… https://t.co/kTEZVvyetg",0.9118,0.0,0.574,0.426
Buy Local,"As I buy from local restos each week, I'm struck that Ontario needs product stewardship/producer responsibility req… https://t.co/07vNRXtT5p",-0.25,0.105,0.895,0.0
Buy Local,LINO ARCI REAL ESTATE AGENT &amp; TEAM - Your Home Sold Guaranteed or We Buy It! on #Google https://t.co/g3nj2pFyjd,0.0,0.0,1.0,0.0
Buy Local,RT @jasleen_gill101: or support and buy from local small businesses :),0.6908,0.0,0.612,0.388
Buy Local,"RT @KashPrime: What is needed now is clear leadership from the federal government to 
- accelerate approval and direct local production of…",0.6908,0.0,0.778,0.222
Buy Local,"RT @monsavoirfaire: Love how much encouragement there is to buy from #local, #independent businesses this year. Here's a great list from @F…",0.9022,0.0,0.631,0.369
Buy Local,I would make an exception this year to buy nothing except support local biz and musicians. @ Cabbagetown https://t.co/zX1V14bp26,-0.3089,0.111,0.889,0.0
Buy Local,"dang that stinks

took guitar lessons as a kid and it always felt like a chore, but fell in love with playing again… https://t.co/Ii0OFYR7mR",0.85,0.048,0.64,0.312
Buy Local,"Remember, #Ontario, when it comes to #christmas shopping, buy where you went, whether local or Amazon or anywhere.… https://t.co/r53Kg7MI9Y",0.1779,0.0,0.914,0.086
Buy Local,Why are ppl lining up to go into a mall to bother employees for things they don’t need?? Buy local and online! https://t.co/NkB4bZXV7l,-0.4682,0.122,0.878,0.0
Buy Local,Reason three - BUY LOCAL! SAVE A SMALL BUSINESS!,0.6723,0.0,0.639,0.361
Buy Local,RT @MelBoultbee: Great sign seen on my ride this morning. “Thou shalt buy local.” Isolationists 24:7.   😂😂😂.         #buylocal #boycottamaz…,0.9153,0.121,0.551,0.328
Buy Local,"We have truly amazing customers! Thanks to everyone who has supported us &amp; other local businesses. For example, thi… https://t.co/WQjDGN0iwN",0.9041,0.0,0.568,0.432
Buy Local,does anyone know where I can buy yoga blocks + bolsters in Winnipeg? trying to buy local but can't seem to find any… https://t.co/bDEFKZxMbq,-0.1154,0.059,0.941,0.0
